microns throughput
3.711832762 9.940106414618357e-05
3.713183993 0.00010507853538767258
3.714535225 0.0001110431017840403
3.7158864560000002 0.00011788068771329829
3.717237688 0.00012566946512432455
3.7185889189999997 0.00013410318751321383
3.719940151 0.0001428065489199235
3.721291382 0.00015186998598122479
3.7226426139999997 0.000162043038445437
3.723993845 0.00017340164949545628
3.725345076 0.0001851779292194764
3.726696308 0.0001972011440441112
3.7280475390000003 0.00020970626171939717
3.729398771 0.0002230895664394846
3.730750002 0.00023807396436469432
3.7321012340000004 0.00025451116466694714
3.733452465 0.000271741323796498
3.7348036959999997 0.00028991410281842646
3.736154928 0.0003097071425787457
3.737506159 0.00033067268792894814
3.738857391 0.00035333399523131343
3.740208622 0.0003771727750751875
3.741559854 0.00040205302939996806
3.7429110850000002 0.00042795208973468897
3.744262317 0.0004553298053144884
3.7456135479999997 0.0004843294067332001
3.746964779 0.0005152729513804868
3.748316011 0.0005479626250274455
3.749667242 0.0005827075374264222
3.751018474 0.0006201419405905625
3.752369705 0.0006599786428078284
3.753720937 0.000701959493563029
3.7550721680000003 0.0007462573928970918
3.7564234 0.0007929524721864744
3.757774631 0.0008424763237339247
3.759125862 0.0008950148457221799
3.7604770939999996 0.0009501792940454561
3.7618283249999998 0.0010081729708261945
3.763179557 0.0010694056737273955
3.764530788 0.0011339115153191734
3.76588202 0.0012019768837665326
3.767233251 0.001273717458556677
3.768584482 0.0013491018694331415
3.7699357140000003 0.001428615458243114
3.771286945 0.0015123256474547544
3.7726381769999997 0.0016000015721296828
3.773989408 0.001692110464919096
3.77534064 0.0017889972936339575
3.776691871 0.001892244876109786
3.778043103 0.002000221172304468
3.779394334 0.002113240979936035
3.780745565 0.002232188329448329
3.7820967970000003 0.0023577637713888882
3.7834480279999996 0.0024902370917756827
3.7847992599999998 0.0026297231619670674
3.786150491 0.0027770328237962313
3.7875017229999997 0.0029327761985474847
3.7888529539999998 0.0030972474646865688
3.790204185 0.003271070857307304
3.791555417 0.0034541706337684304
3.792906648 0.0036480073893551605
3.79425788 0.0038537675496836373
3.795609111 0.004072098630007276
3.7969603430000003 0.0043039267572646065
3.798311574 0.004550737365109138
3.7996628059999997 0.004813188090227566
3.801014037 0.005093364031941787
3.802365268 0.005392538864571627
3.8037165 0.005711841586583985
3.8050677310000003 0.006053042390062598
3.806418963 0.006418300314139619
3.807770194 0.0068090406508304335
3.8091214260000004 0.007227273720495669
3.8104726569999996 0.007675660203851528
3.811823889 0.00815608853794837
3.81317512 0.008671755537113803
3.814526351 0.009226059607254887
3.815877583 0.009822349836191705
3.817228814 0.010467378896775181
3.818580046 0.011170287806627453
3.8199312770000002 0.011918459542571286
3.821282509 0.012726157076642045
3.82263374 0.013599350779733356
3.823984971 0.014544006630570058
3.825336203 0.015565996321254221
3.826687434 0.016671882309729335
3.828038666 0.017868793551669673
3.829389897 0.01916502339985942
3.830741129 0.020569890653426084
3.8320923600000003 0.022092851229624993
3.833443592 0.023744419154984653
3.834794823 0.0255362158379928
3.836146054 0.027480402919657667
3.8374972859999996 0.029590080067102495
3.8388485169999997 0.03190944004567652
3.840199749 0.03440092694712224
3.84155098 0.0370963788115946
3.842902212 0.04001764786236284
3.844253443 0.04318123741424415
3.845604674 0.04660451567105081
3.8469559060000003 0.050305911143388164
3.848307137 0.054303836271352615
3.849658369 0.05861681268498051
3.8510096 0.06326272505969315
3.852360832 0.06826022189554053
3.853712063 0.07362768525024017
3.855063295 0.07938122417405694
3.856414526 0.08553508271286114
3.857765757 0.09218300505235597
3.859116989 0.09920320753206263
3.86046822 0.10662648636600779
3.861819452 0.11448202952819085
3.863170683 0.12276741556002431
3.8645219149999996 0.13147683015143752
3.8658731459999998 0.1406008816345033
3.867224377 0.15012427515606827
3.868575609 0.1600269084330322
3.86992684 0.17028609655944563
3.871278072 0.18086715486492105
3.872629303 0.19173615906485392
3.8739805350000003 0.20285390923427576
3.875331766 0.21417550914100741
3.876682998 0.22565034585731975
3.878034229 0.23722952647661621
3.87938546 0.2488549542954379
3.880736692 0.26047410606156296
3.882087923 0.27203506044570347
3.883439155 0.2834826915322879
3.884790386 0.29476402762362974
3.886141618 0.30583276241238333
3.887492849 0.3166471401054834
3.8888440810000002 0.32716471801236424
3.890195312 0.33735634197534503
3.891546543 0.3471927046009383
3.892897775 0.356650323586992
3.894249006 0.36571247141682806
3.895600238 0.3743716176995421
3.8969514690000002 0.3826129227366505
3.898302701 0.3908845269750362
3.899653932 0.39830179638531904
3.9010051629999998 0.40530542671787906
3.902356395 0.4119070777169914
3.903707626 0.41812432003129874
3.905058858 0.42397034634848185
3.906410089 0.4294568457787437
3.9077613209999997 0.4346091574335229
3.909112552 0.439445122705859
3.910463784 0.4439794174541546
3.911815015 0.44823716892561505
3.913166246 0.4522256494461727
3.914517478 0.4562158278517109
3.9158687089999997 0.4599501039790818
3.917219941 0.46321299455290527
3.918571172 0.46625796434500955
3.919922404 0.4690980631851546
3.921273635 0.4717507676751248
3.922624866 0.47422007912765274
3.9239760980000002 0.4765165479869236
3.9253273290000004 0.47865764925334564
3.926678561 0.48064666915430493
3.928029792 0.48248995651959237
3.929381024 0.48420104292380095
3.9307322549999997 0.4857777287468674
3.932083487 0.4872262894538745
3.933434718 0.48856258980701417
3.934785949 0.4897926641461102
3.936137181 0.4909182761820282
3.937488412 0.49222641466330397
3.938839644 0.49346371108532394
3.940190875 0.4943347168073331
3.941542107 0.49519024513794485
3.9428933379999997 0.49597828359911067
3.944244569 0.4966973852404012
3.945595801 0.49735476414703794
3.946947032 0.49795813747740697
3.948298264 0.4985088799137066
3.949649495 0.49900984238119317
3.9510007270000003 0.49941141373558806
3.9523519580000004 0.49975405298298603
3.95370319 0.5000574390834432
3.955054421 0.5003335507495041
3.956405652 0.5005835290609378
3.9577568839999997 0.5008071528674847
3.959108115 0.5010121256660933
3.960459347 0.5012030392127035
3.961810578 0.5013791639655447
3.96316181 0.5015388838419103
3.964513041 0.5016899792143115
3.965864273 0.5018276641060747
3.967215504 0.5019534465930673
3.968566735 0.5020753248275104
3.9699179669999998 0.5026998657173434
3.971269198 0.5028637767472715
3.97262043 0.5029811554606602
3.973971661 0.5030975726610221
3.975322893 0.5032090724791697
3.976674124 0.5033197647866057
3.978025355 0.5040118063933746
3.9793765870000004 0.5041176632511419
3.9807278179999996 0.5042152420939268
3.98207905 0.5043076619819876
3.983430281 0.504395916954992
3.9847815129999997 0.5044811810631915
3.986132744 0.5045674123326792
3.987483976 0.5046525158673744
3.988835207 0.5047322697320482
3.9901864380000003 0.5048148052985437
3.99153767 0.5048970937542527
3.9928889009999997 0.5049753468847565
3.994240133 0.5050550058376561
3.995591364 0.505135429517704
3.996942596 0.5052124204810765
3.998293827 0.5052861444382353
3.999645058 0.5053617603818013
4.00099629 0.5054261936251196
4.002347521 0.5054835199974049
4.003698753 0.5055439356640322
4.005049984 0.505603118537719
4.006401216 0.5056598940644513
4.007752447 0.5057178882438016
4.009103679 0.5057786433491023
4.01045491 0.5058592053164637
4.011806141 0.5059850386827649
4.013157373 0.5061153633937607
4.014508604 0.5062421413141098
4.015859836 0.5063672284284744
4.017211067 0.5064933802919576
4.018562299 0.5069460281149301
4.01991353 0.5073221503136893
4.021264761 0.5079472777737917
4.022615993 0.5080096514429489
4.023967224 0.5080689699494859
4.025318456 0.5081309707040605
4.026669687 0.5081959065071574
4.028020919 0.5082603486502235
4.02937215 0.5083236222720788
4.030723382 0.5083886201962123
4.032074613 0.5084514853619961
4.033425844 0.5085098472771948
4.034777076 0.508570732069123
4.036128307 0.5086319146515483
4.037479539 0.5086912043413774
4.03883077 0.508750719892042
4.040182002 0.5088245480993413
4.041533233 0.5089572947782289
4.042884465 0.5090888347071296
4.044235696 0.5092250936074911
4.0455869269999996 0.5093606040808156
4.046938159 0.5094933567541016
4.04828939 0.5096258215526251
4.049640622 0.5097594953668343
4.050991853 0.509835424200073
4.052343085 0.5098914279883722
4.053694316 0.5099489515027097
4.055045547 0.5100034515940772
4.056396779 0.5100560497430929
4.05774801 0.5101102622573781
4.059099241999999 0.510166081050037
4.0604504729999995 0.5104811442548891
4.061801705 0.5108569461213893
4.063152936 0.5109111607436039
4.064504168 0.5109607986833822
4.065855399 0.5110061218276929
4.06720663 0.5110511019990657
4.0685578620000005 0.5110929844519718
4.069909093000001 0.5111274290333095
4.071260325 0.5112275101303297
4.072611556 0.5116768230290643
4.073962788 0.5119964450768526
4.075314019 0.5120950818128072
4.07666525 0.5121969638323606
4.078016482 0.5122957060061235
4.079367713 0.5123914365779725
4.080718945 0.5124527141067468
4.082070176 0.5124804357284154
4.083421408 0.5125029841461657
4.084772639 0.5125234034697239
4.086123871 0.5125461633181134
4.087475102 0.5125644360645221
4.088826333 0.5125822775266031
4.090177565 0.5126028225074879
4.091528796 0.512623574847232
4.092880028 0.5126420673654167
4.094231259 0.5126634209265258
4.095582491 0.5126892144565786
4.096933722 0.5127123086000329
4.098284953 0.5127365268988573
4.0996361850000005 0.5127631257099711
4.100987416 0.5127410763464716
4.102338648 0.5126966850819659
4.103689878999999 0.5130607347300398
4.105041110999999 0.513202786903799
4.106392342 0.5131608251744804
4.107743574 0.5131198652917935
4.109094805 0.5130836184273987
4.110446036 0.5130694014840768
4.111797268 0.513095838745086
4.113148499 0.5131274728240565
4.1144997309999995 0.5131600917382703
4.115850962000001 0.5131904886342857
4.117202194000001 0.5132185831080818
4.118553425 0.5135637323819839
4.119904657 0.5138442917744456
4.121255887999999 0.513873051901729
4.122607119 0.5139024047289829
4.123958351000001 0.5139318986712765
4.125309582 0.5139575528251941
4.126660814 0.5139827651320164
4.128012045 0.5140117454720536
4.129363277 0.514038002138637
4.130714508 0.5140252410816187
4.132065739 0.5139789473408944
