10 300
14 300
15 300
16 300
17 260.9
17.5 190.8
18 135.9
18.5 94.3
19 63.9
19.5 42.4
20 27.7
20.5 17.9
21 11.5
21.25 9.2
21.5 7.3
21.75 5.8
21.9 5.1
22 4.6
22.5 2.9
23 1.9
23.5 1.2
24 .7
24.5 .5
25 .5
25.5 .5
26 .5
27 .5
28 .5
29 .5
30 .5
31 .5
32 .5
35 .5
40 .5
